마을명,province,city,details
매관마을,전라남도,나주시,왕곡면
내동마을,전라남도,나주시,노안면
텃골마을,전라남도,나주시,운곡동
장사마을,전라남도,나주시,왕곡면
매성3구마을,전라남도,나주시,산포면
구천마을,전라남도,나주시,왕곡면
우진마을,전라남도,나주시,남평읍
호장마을,전라남도,나주시,다시면
방동마을,전라남도,나주시,문평면
우산3구마을,전라남도,나주시,남평읍
복룡마을,전라남도,나주시,노안면
원두마을,전라남도,나주시,남평읍
추동마을,전라남도,나주시,금천면
청룡마을,전라남도,나주시,공산면
가송마을,전라남도,나주시,평산동
원촌마을,전라남도,나주시,금천면
금산마을,전라남도,나주시,문평면
청동마을,전라남도,나주시,청동
양산마을,전라남도,나주시,문평면
동산마을,전라남도,나주시,동강면
1구덕산마을,전라남도,나주시,문평면
수동마을,전라남도,나주시,문평면
천석마을,전라남도,나주시,금천면
봉추마을,전라남도,나주시,동강면
철산마을,전라남도,나주시,동강면
안영마을,전라남도,나주시,문평면
초동마을,전라남도,나주시,다시면
화정마을,전라남도,나주시,왕곡면
양지마을,전라남도,나주시,동강면
대각마을,전라남도,나주시,동강면
구기촌마을,전라남도,나주시,왕곡면
대도마을,전라남도,나주시,문평면
화정마을,전라남도,나주시,동강면
화정마을,전라남도,나주시,동강면
복용마을,전라남도,나주시,동강면
신흥마을,전라남도,나주시,다시면
월동마을,전라남도,나주시,동강면
용동마을,전라남도,나주시,동강면
평산2구마을,전라남도,나주시,남평읍
두산마을,전라남도,나주시,다시면
2구소학마을,전라남도,나주시,문평면
강암마을,전라남도,나주시,다시면
오봉2구마을,전라남도,나주시,세지면
학암마을,전라남도,영암군,군서면
군서마을,전라남도,영암군,군서면
영풍마을,전라남도,영암군,서호면
학파마을,전라남도,영암군,서호면
원학마을,전라남도,영암군,신북면
영보1구마을,전라남도,영암군,덕진면
엄길마을,전라남도,영암군,서호면
안풍마을,전라남도,영암군,도포면
저두마을,전라남도,영암군,삼호읍
독천마을,전라남도,영암군,학산면
역리3구마을,전라남도,영암군,영암읍
중계마을,전라남도,영암군,시종면
대초마을,전라남도,영암군,미암면
당리마을,전라남도,영암군,미암면
백운동마을,전라남도,영암군,시종면
세원마을,전라남도,영암군,시종면
용두마을,전라남도,영암군,삼호읍
흥월마을,전라남도,영암군,시종면
동산마을,전라남도,영암군,금정면
덕수마을,전라남도,영암군,학산면
금강마을,전라남도,영암군,서호면
장암2구마을,전라남도,영암군,영암읍
원금수마을,전라남도,영암군,신북면
망호리마을,전라남도,영암군,영암읍
명산마을,전라남도,영암군,도포면
화소마을,전라남도,영암군,서호면
비래마을,전라남도,영암군,미암면
서호정마을,전라남도,영암군,군서면
상월마을,전라남도,영암군,학산면
용산마을,전라남도,영암군,신북면
미교마을,전라남도,영암군,학산면
연서마을,전라남도,영암군,시종면
송산마을,전라남도,영암군,시종면
금강1구마을,전라남도,영암군,덕진면
무송동마을,전라남도,영암군,서호면
망호정 마을,전라남도,영암군,영암읍
미촌마을,전라남도,영암군,미암면
한정마을,전라남도,영암군,미암면
회문리2구마을,전라남도,영암군,영암읍
모정리마을,전라남도,영암군,군서면
태평정마을,전라남도,영암군,서호면
지남마을,전라남도,영암군,군서면
봉소리2구마을,전라남도,영암군,시종면
남송정마을,전라남도,영암군,군서면
잠곡마을,전라남도,영암군,영암읍
망남리마을,전라남도,완도군,완도읍
개포마을,전라남도,완도군,완도읍
도남리마을,전라남도,완도군,고금면
원동마을,전라남도,완도군,군외면
남산리마을,전라남도,완도군,군외면
세동리마을,전라남도,완도군,고금면
횡간리마을,전라남도,완도군,소안면
관산리마을,전라남도,완도군,약산면
화흥리마을,전라남도,완도군,완도읍
동촌리마을,전라남도,완도군,청산면
화성마을,전라남도,완도군,고금면
천구마을,전라남도,완도군,노화읍
득암리마을,전라남도,완도군,약산면
영부리마을,전라남도,완도군,고금면
영풍마을,전라남도,완도군,군외면
대야1구마을,전라남도,완도군,완도읍
국화리마을,전라남도,완도군,청산면
구성마을,전라남도,완도군,약산면
고막리마을,전라남도,완도군,노화읍
신기리마을,전라남도,완도군,완도읍
천동리마을,전라남도,완도군,약산면
갈문리마을,전라남도,완도군,군외면
맹선리마을,전라남도,완도군,소안면
상서마을,전라남도,완도군,청산면
월송리마을,전라남도,완도군,보길면
대곡마을,전라남도,완도군,고금면
칠인리마을,전라남도,완도군,고금면
충도마을,전라남도,완도군,노화읍
청학마을,전라남도,완도군,고금면
초평리마을,전라남도,완도군,군외면
북고리마을,전라남도,완도군,노화읍
대문마을,전라남도,완도군,군외면
선창리마을,전라남도,완도군,보길면
신풍리마을,전라남도,완도군,청산면
용소마을,전라남도,완도군,군외면
진산리마을,전라남도,완도군,청산면
용초마을,전라남도,완도군,고금면
소당리마을,전라남도,완도군,노화읍
부곡리마을,전라남도,완도군,고금면
지리마을,전라남도,완도군,청산면
신상리마을,전라남도,완도군,신지면
노화대당리마을,전라남도,완도군,노화읍
신목리마을,전라남도,완도군,노화읍
양하마을,전라남도,완도군,노화읍
이목2구마을,전라남도,완도군,노화읍
어관마을,전라남도,강진군,신전면
하고리마을,전라남도,강진군,병영면
차경마을,전라남도,강진군,강진읍
문화마을,전라남도,강진군,군동면
가우마을,전라남도,강진군,도암면
안지마을,전라남도,강진군,군동면
갈동마을,전라남도,강진군,작천면
교동마을,전라남도,강진군,작천면
장전마을,전라남도,강진군,강진읍
기동마을,전라남도,강진군,작천면
마점마을,전라남도,강진군,도암면
영수마을,전라남도,강진군,신전면
영동리마을,전라남도,강진군,마량면
하신마을,전라남도,강진군,군동면
신풍마을,전라남도,강진군,강진읍
남호마을,전라남도,강진군,대구면
사부마을,전라남도,강진군,칠량면
망호마을,전라남도,강진군,도암면
신기마을,전라남도,강진군,군동면
구로마을,전라남도,강진군,칠량면
반계마을,전라남도,강진군,칠량면
대곡마을,전라남도,강진군,군동면
사초마을,전라남도,강진군,신전면
연동마을,전라남도,강진군,옴천면
상평마을,전라남도,강진군,작천면
봉림마을,전라남도,강진군,옴천면
당전마을,전라남도,강진군,대구면
벽송마을,전라남도,강진군,칠량면
삼강마을,전라남도,강진군,칠량면
명주마을,전라남도,강진군,칠량면
동백마을,전라남도,강진군,칠량면
만세마을,전라남도,강진군,도암면
용정마을,전라남도,강진군,작천면
용화리마을,전라남도,강진군,신전면
신기리마을,전라남도,강진군,성전면
수양마을,전라남도,강진군,신전면
서삼인리마을,전라남도,강진군,병영면
연동회관마을,전라남도,강진군,마량면
중앙동복지회관마을,전라남도,강진군,강진읍
달빛한옥마을,전라남도,강진군,성전면
쇳터마을,전라남도,보성군,보성읍
봉천마을,전라남도,보성군,복내면
법화마을,전라남도,보성군,문덕면
율어마을,전라남도,보성군,겸백면
보림마을,전라남도,보성군,노동면
서동마을,전라남도,보성군,회천면
죽현마을,전라남도,보성군,노동면
부평1구마을,전라남도,보성군,보성읍
봉황마을,전라남도,보성군,벌교읍
고장마을,전라남도,보성군,조성면
옥전마을,전라남도,보성군,벌교읍
사초마을,전라남도,보성군,조성면
군농마을,전라남도,보성군,회천면
선호마을,전라남도,보성군,득량면
말뫼마을,전라남도,보성군,미력면
금천마을,전라남도,보성군,율어면
장좌마을,전라남도,보성군,벌교읍
관기마을,전라남도,보성군,득량면
살래마을,전라남도,보성군,미력면
상청마을,전라남도,보성군,보성읍
백천마을,전라남도,보성군,벌교읍
은림마을,전라남도,보성군,조성면
율어마을,전라남도,보성군,율어면
옥암리마을,전라남도,보성군,보성읍
부용마을,전라남도,보성군,벌교읍
우산리3구마을,전라남도,보성군,보성읍
월평마을,전라남도,보성군,조성면
상율마을,전라남도,보성군,회천면
수차마을,전라남도,보성군,벌교읍
반암마을,전라남도,보성군,미력면
대동마을,전라남도,보성군,조성면
안심마을,전라남도,보성군,득량면
초암마을,전라남도,보성군,득량면
용호리마을,전라남도,보성군,노동면
복내1구마을,전라남도,보성군,복내면
강산마을,전라남도,보성군,웅치면
택촌마을,전라남도,보성군,보성읍
약산마을,전라남도,보성군,웅치면
도개마을,전라남도,보성군,미력면
담안마을,전라남도,보성군,보성읍
호음동마을,전라남도,보성군,득량면
금곡마을,전라남도,보성군,벌교읍
석장마을,전라남도,보성군,조성면
모령마을,전라남도,보성군,보성읍
반월마을,전라남도,보성군,문덕면
금정마을,전라남도,보성군,벌교읍
금능마을,전라남도,보성군,득량면
칠음리마을,전라남도,보성군,율어면
하진마을,전라남도,보성군,복내면
봉동마을,전라남도,보성군,노동면
진광마을,전라남도,보성군,벌교읍
파청마을,전라남도,보성군,득량면
해룡마을,전라남도,보성군,웅치면
장양마을,전라남도,보성군,벌교읍
흥촌마을,전라남도,보성군,조성면
선근마을,전라남도,보성군,벌교읍
온동마을,전라남도,보성군,벌교읍
화동 마을,전라남도,보성군,회천면
원촌마을,전라남도,보성군,문덕면
옥평1구마을,전라남도,보성군,보성읍
용동마을,전라남도,보성군,벌교읍
월정마을,전라남도,보성군,벌교읍
마동마을,전라남도,보성군,벌교읍
반룡마을,전라남도,보성군,미력면
호동마을,전라남도,보성군,벌교읍
향교마을,전라남도,보성군,문덕면
석호마을,전라남도,보성군,미력면
연동마을,전라남도,보성군,벌교읍
신전마을,전라남도,보성군,득량면
유신마을,전라남도,보성군,율어면
구정마을,전라남도,보성군,벌교읍
척령마을,전라남도,보성군,벌교읍
덕산마을,전라남도,보성군,득량면
원당마을,전라남도,보성군,벌교읍
못골마을,전라남도,보성군,문덕면
두평마을,전라남도,보성군,벌교읍
귀산마을,전라남도,보성군,조성면
신춘마을,전라남도,보성군,회천면
평촌마을,전라남도,보성군,조성면
호동마을,전라남도,보성군,득량면
대포마을,전라남도,보성군,벌교읍
상천마을,전라남도,보성군,득량면
동곡마을,전라남도,보성군,조성면
용호마을,전라남도,보성군,득량면
상리마을,전라남도,보성군,미력면
정문마을,전라남도,보성군,조성면
신정마을,전라남도,보성군,벌교읍
박실마을,전라남도,보성군,득량면
이동1구마을,전라남도,보성군,율어면
사곡2구마을,전라남도,보성군,겸백면
정흥마을,전라남도,보성군,득량면
제두마을,전라남도,보성군,벌교읍
덕림마을,전라남도,보성군,웅치면
장광리마을,전라남도,보성군,벌교읍
조양마을,전라남도,보성군,득량면
상신마을,전라남도,보성군,조성면
순천마을,전라남도,순천시,해룡면
관남마을,전라남도,순천시,상사면
구만마을,전라남도,순천시,서면
마을,전라남도,순천시,주암면
성산마을,전라남도,순천시,해룡면
하률마을,전라남도,순천시,외서면
무선마을,전라남도,순천시,별량면
동산마을,전라남도,순천시,서면
고산마을,전라남도,순천시,주암면
죽림마을,전라남도,순천시,주암면
성산마을,전라남도,순천시,승주읍
괴복마을,전라남도,순천시,승주읍
서편마을,전라남도,순천시,교량동
통천마을,전라남도,순천시,해룡면
유경마을,전라남도,순천시,송광면
신촌마을,전라남도,순천시,서면
죽청마을,전라남도,순천시,서면
구상마을,전라남도,순천시,해룡면
대법마을,전라남도,순천시,해룡면
외장마을,전라남도,순천시,송광면
장안마을,전라남도,순천시,송광면
하주마을,전라남도,순천시,주암면
문성마을,전라남도,순천시,주암면
후곡마을,전라남도,순천시,송광면
송산리마을,전라남도,순천시,해룡면
사제마을,전라남도,순천시,승주읍
노동마을,전라남도,순천시,상사면
신월마을,전라남도,순천시,월등면
오산마을,전라남도,순천시,교량동
장동마을,전라남도,순천시,송광면
계당마을,전라남도,순천시,해룡면
신계마을,전라남도,순천시,황전면
궁각마을,전라남도,순천시,주암면
산정마을,전라남도,순천시,서면
유동마을,전라남도,순천시,승주읍
유서마을,전라남도,순천시,승주읍
교동마을,전라남도,순천시,황전면
오원마을,전라남도,순천시,주암면
흥림마을,전라남도,순천시,낙안면
금곡마을,전라남도,순천시,상사면
등계마을,전라남도,순천시,승주읍
지동마을,전라남도,순천시,승주읍
원등마을,전라남도,순천시,낙안면
월봉마을,전라남도,순천시,주암면
마곡마을,전라남도,순천시,상사면
농곡마을,전라남도,순천시,월등면
하평마을,전라남도,순천시,황전면
창촌마을,전라남도,순천시,주암면
백현리마을,전라남도,순천시,승주읍
조비마을,전라남도,순천시,석현동
덕치마을,전라남도,순천시,외서면
가용마을,전라남도,순천시,외서면
서동마을,전라남도,순천시,별량면
노원마을,전라남도,순천시,해룡면
삼거마을,전라남도,순천시,삼거동
월내마을,전라남도,순천시,승주읍
월곡마을,전라남도,순천시,교량동
남암마을,전라남도,순천시,승주읍
내동마을,전라남도,순천시,낙안면
동소마을,전라남도,순천시,외서면
각문마을,전라남도,순천시,황전면
임촌마을,전라남도,순천시,주암면
송기마을,전라남도,순천시,낙안면
능주마을,전라남도,순천시,해룡면
쌍지마을,전라남도,순천시,상사면
궁각리마을,전라남도,순천시,주암면
죽평마을,전라남도,순천시,서면
외송마을,전라남도,순천시,송광면
중주마을,전라남도,순천시,주암면
장동마을,전라남도,순천시,주암면
당촌마을,전라남도,순천시,상사면
용암마을,전라남도,순천시,상사면
용계마을,전라남도,순천시,상사면
가정마을,전라남도,순천시,낙안면
판교리마을,전라남도,순천시,서면
상내마을,전라남도,순천시,해룡면
장주마을,전라남도,장흥군,유치면
관동마을,전라남도,장흥군,유치면
관지리마을,전라남도,장흥군,용산면
마을,전라남도,장흥군,회진면
용인마을,전라남도,장흥군,용산면
장환마을,전라남도,장흥군,관산읍
충렬마을,전라남도,장흥군,장흥읍
정장마을,전라남도,장흥군,용산면
북동마을,전라남도,장흥군,장동면
우산마을,전라남도,장흥군,전라남도
진곡마을,전라남도,장흥군,장동면
하산마을,전라남도,장흥군,장동면
신흥마을,전라남도,장흥군,대덕읍
풍암마을,전라남도,장흥군,안양면
안삭금마을,전라남도,장흥군,회진면
내저리마을,전라남도,장흥군,대덕읍
어곡리마을,전라남도,장흥군,장평면
기산리마을,전라남도,장흥군,안양면
월암마을,전라남도,장흥군,유치면
가학마을,전라남도,장흥군,대덕읍
원도리마을,전라남도,장흥군,장흥읍
상금마을,전라남도,장흥군,용산면
동촌마을,전라남도,장흥군,관산읍
옹암마을,전라남도,장흥군,대덕읍
간선2구마을,전라남도,장흥군,장흥읍
녹양마을,전라남도,장흥군,장평면
상리마을,전라남도,장흥군,장흥읍
내안리마을,전라남도,장흥군,부산면
봉림마을,전라남도,장흥군,장평면
연지마을,전라남도,장흥군,대덕읍
잠두마을,전라남도,장흥군,대덕읍
신풍1구마을,전라남도,장흥군,유치면
동신마을,전라남도,장흥군,대덕읍
상촌마을,전라남도,장흥군,관산읍
심천마을,전라남도,장흥군,부산면
진목마을,전라남도,장흥군,회진면
외동3구마을,전라남도,장흥군,관산읍
가학마을,전라남도,고흥군,점암면
동거마을,전라남도,고흥군,남양면
호곡마을,전라남도,고흥군,과역면
원등마을,전라남도,고흥군,동강면
금오마을,전라남도,고흥군,두원면
관청마을,전라남도,고흥군,도양읍
은전마을,전라남도,고흥군,도덕면
원주마을,전라남도,고흥군,과역면
외로마을,전라남도,고흥군,과역면
남천마을,전라남도,고흥군,금산면
여산마을,전라남도,고흥군,고흥읍
인학마을,전라남도,고흥군,과역면
등암마을,전라남도,고흥군,고흥읍
월등마을,전라남도,고흥군,대서면
지남마을,전라남도,고흥군,두원면
한산마을,전라남도,고흥군,점암면
한적마을,전라남도,고흥군,도덕면
매곡마을,전라남도,고흥군,풍양면
원동마을,전라남도,고흥군,도양읍
계명마을,전라남도,고흥군,대서면
서호마을,전라남도,고흥군,대서면
내율마을,전라남도,고흥군,풍양면
신촌마을,전라남도,고흥군,점암면
주교마을,전라남도,고흥군,남양면
운동마을,전라남도,고흥군,동강면
마동마을,전라남도,고흥군,동강면
성촌마을,전라남도,고흥군,고흥읍
구룡마을,전라남도,고흥군,두원면
옥천마을,전라남도,고흥군,남양면
여호마을,전라남도,고흥군,점암면
망주마을,전라남도,고흥군,남양면
하도마을,전라남도,고흥군,도화면
능정구마을,전라남도,고흥군,영남면
마암마을,전라남도,고흥군,대서면
황촌마을,전라남도,고흥군,도화면
동촌마을,전라남도,고흥군,고흥읍
덕동마을,전라남도,고흥군,남양면
대동마을,전라남도,고흥군,두원면
동광마을,전라남도,고흥군,봉래면
원남촌마을,전라남도,고흥군,포두면
신촌마을,전라남도,고흥군,대서면
신흥마을,전라남도,고흥군,대서면
사도마을,전라남도,고흥군,영남면
백련마을,전라남도,고흥군,고흥읍
통일마을,전라남도,고흥군,도양읍
심포마을,전라남도,고흥군,과역면
덕흥마을,전라남도,고흥군,도덕면
하동마을,전라남도,고흥군,도화면
용동마을,전라남도,고흥군,도덕면
연등마을,전라남도,고흥군,점암면
당치마을,전라남도,고흥군,점암면
동촌마을,전라남도,고흥군,포두면
덕흥리마을,전라남도,고흥군,도화면
우두마을,전라남도,고흥군,금산면
섬암마을,전라남도,고흥군,포두면
대곡마을,전라남도,고흥군,도덕면
청석마을,전라남도,고흥군,금산면
비치마을,전라남도,고흥군,봉래면
봉계마을,전라남도,고흥군,대서면
석장마을,전라남도,고흥군,대서면
동산동마을,전라남도,고흥군,포두면
신금마을,전라남도,고흥군,금산면
신호마을,전라남도,고흥군,고흥읍
당동마을,전라남도,고흥군,도덕면
침교마을,전라남도,고흥군,남양면
독대마을,전라남도,고흥군,과역면
원도동마을,전라남도,고흥군,도화면
상동마을,전라남도,고흥군,금산면
우두리마을,전라남도,고흥군,영남면
양지마을,전라남도,고흥군,포두면
장선마을,전라남도,고흥군,대서면
대봉마을,전라남도,고흥군,도양읍
동봉마을,전라남도,고흥군,도양읍
상백마을,전라남도,고흥군,포두면
남당마을,전라남도,고흥군,대서면
모동마을,전라남도,고흥군,점암면
북촌마을,전라남도,고흥군,도양읍
신오마을,전라남도,고흥군,포두면
석교마을,전라남도,고흥군,금산면
신전마을,전라남도,고흥군,점암면
용정마을,전라남도,고흥군,점암면
동신마을,전라남도,고흥군,두원면
용정마을,전라남도,고흥군,도양읍
마을,전라남도,담양군,대덕면
마산마을,전라남도,담양군,월산면
계곡마을,전라남도,담양군,대전면
화방마을,전라남도,담양군,월산면
봉안1구마을,전라남도,담양군,무정면
시목마을,전라남도,담양군,대전면
매월마을,전라남도,담양군,용면
도림마을,전라남도,담양군,용면
월산면용암1구마을,전라남도,담양군,월산면
청운동마을,전라남도,담양군,대덕면
월계마을,전라남도,담양군,용면
봉안2구마을,전라남도,담양군,무정면
금월마을,전라남도,담양군,담양읍
월평마을,전라남도,담양군,월산면
용치마을,전라남도,담양군,용면
용동마을,전라남도,담양군,용면
박곡마을,전라남도,담양군,용면
외산리마을,전라남도,담양군,용면
대성1구마을,전라남도,담양군,금성면
월산리마을,전라남도,담양군,월산면
운산리마을,전라남도,담양군,대덕면
향교리 마을,전라남도,담양군,담양읍
일산리마을,전라남도,담양군,창평면
월산면신암리마을,전라남도,담양군,월산면
중옥마을,전라남도,담양군,대전면
내천리마을,전라남도,담양군,금성면
대곡마을,전라남도,담양군,금성면
잣정마을,전라남도,담양군,고서면
창평리2구마을,전라남도,담양군,창평면
고서고읍2구마을,전라남도,담양군,고서면
성도2구마을,전라남도,담양군,무정면
월본리갈전마을,전라남도,담양군,대전면
대성2구마을,전라남도,담양군,금성면
고서보촌1구마을,전라남도,담양군,고서면
금성2구마을,전라남도,담양군,금성면
고성2구마을,전라남도,담양군,수북면
고서성월3구마을,전라남도,담양군,고서면
고서분향1구마을,전라남도,담양군,고서면
정중마을,전라남도,담양군,수북면
용연마을,전라남도,담양군,용면
고서분향2구마을,전라남도,담양군,고서면
오례2구마을,전라남도,담양군,무정면
고서성월5구마을,전라남도,담양군,고서면
고서동운1구마을,전라남도,담양군,고서면
월산면복정리마을,전라남도,담양군,월산면
고서성월4구마을,전라남도,담양군,고서면
오정1구마을,전라남도,담양군,수북면
궁산2구마을,전라남도,담양군,수북면
고서금현1구마을,전라남도,담양군,고서면
개현마을,전라남도,광양시,죽천리
평촌마을,전라남도,광양시,황길동
기동마을,전라남도,광양시,황길동
금동마을,전라남도,광양시,송금리
대화마을,전라남도,광양시,도이동
원동마을,전라남도,광양시,신원리
하포마을,전라남도,광양시,황길동
억만마을,전라남도,광양시,사곡리
방죽마을,전라남도,광양시,마룡리
석정마을,전라남도,광양시,용강리
신성마을,전라남도,광양시,목성리
신황마을,전라남도,광양시,황죽리
2통 당산마을,전라남도,광양시,광영동
대리마을,전라남도,광양시,대죽리
신기마을,전라남도,광양시,구산리
계곡마을,전라남도,광양시,우산리
추동마을,전라남도,광양시,오사리
아동마을,전라남도,광양시,신아리
예구1마을,전라남도,광양시,덕례리
현월마을,전라남도,광양시,초남리
구서마을,전라남도,광양시,구서리
덕천마을,전라남도,광양시,율천리
명암마을,전라남도,광양시,석사리
본정마을,전라남도,광양시,사곡리
송현마을,전라남도,광양시,송금리
중산마을,전라남도,광양시,진정리
내금마을,전라남도,광양시,금이리
삼정마을,전라남도,광양시,청암리
상운마을,전라남도,광양시,운평리
선소마을,전라남도,광양시,선소리
세승마을,전라남도,광양시,세풍리
신금마을,전라남도,광양시,신금리
외금마을,전라남도,광양시,금이리
외망마을,전라남도,광양시,망덕리
용장마을,전라남도,광양시,성황동
이천마을,전라남도,광양시,금이리
회암마을,전라남도,광양시,덕례리
답곡마을,전라남도,광양시,동곡리
대실마을,전라남도,광양시,죽림리
돈탁마을,전라남도,광양시,오사리
동석마을,전라남도,광양시,석사리
서석마을,전라남도,광양시,석사리
오추마을,전라남도,광양시,오사리
용소마을,전라남도,광양시,마룡리
원적마을,전라남도,광양시,원월리
이정마을,전라남도,광양시,선소리
임기마을,전라남도,광양시,죽림리
저곡마을,전라남도,광양시,부저리
죽양마을,전라남도,광양시,대죽리
내우마을,전라남도,광양시,우산리
부흥마을,전라남도,광양시,세풍리
삼존마을,전라남도,광양시,묵백리
신답마을,전라남도,광양시,신아리
오동마을,전라남도,광양시,대죽리
교촌마을,전라남도,광양시,우산리
구룡마을,전라남도,광양시,망덕리
매동마을,전라남도,광양시,장동리
선포마을,전라남도,광양시,진정리
신기마을,전라남도,광양시,신구리
인동마을,전라남도,광양시,인동리
정산마을,전라남도,광양시,성황동
중도마을,전라남도,광양시,월길리
해창마을,전라남도,광양시,세풍리
가길마을,전라남도,광양시,월길리
구동마을,전라남도,광양시,신구리
금촌마을,전라남도,광양시,신금리
내망마을,전라남도,광양시,망덕리
백암마을,전라남도,광양시,묵백리
